text,sentiment
barang kurang bagus tipis pokoknya jelek,0
"busa saja, tidak ada mika bwt pelindungnya",0
respons penjual sangat jelek ditanyain hari ini besok baru balas,0
"busa saja, tidak saya rekomendasikan",0
"size l kecil banget sih, mana tidak ada keterangan bajunya. aneh admin juga tidak respons",0
katanya fit to l ternyata meter. gambar juga tidak sesuai dengan foto,0
"tidak sesuai gambar, ada cacat jerseynya sablonya berantakan. ukuran juga yang dipesan kayaknya toko asal dikirim barang saja",0
jelek sepatu nya tidak,0
bahan sepatu jelek. kalep cepat rusak,0
beli dua beda warna xxl datang ukuran. hitam l dimasukkan ke parah itu sih bukan Toleransi lagi kalau segitu,0
"maaf ya pesanan tidak sesuai, minta xxl di deskrisi lebar panjang. yang datang nda muat bos",0
"pesan 3 buah xl ukuran lingkar dada 5 centimeter, yang datang dan. jauh bos ukurannya cuma terpakai buat lapis motor saja ini mah",0
barang palsu asli palsu,0
tidak sesuai foto. dan bahan bukan kulit lembu bohong,0
"barang lecet, tidak bisa diganti karena saat unboxing di video pelajaran untuk yang mau beli disini: di sini. kalau buka paketnya videoin dibiarkan tidak seperti saya dapat raket",0
hati untuk yang beli alat ini. saya baru pakai 2 kali dan besiny copot dari base nya seller tidak memberikan solusi padahal meminta replacement bukan refund sarankan membeli merek lain dripda barang defect toko,0
"toko yang tidak Rekomendasi. pelayanan pengiriman sesuai kenyataan yang tertulis di deskripsi dan terdapat barang kurang malah dikirim, lebih memilih dikembalikan dana pembeli",0
sleeping bagian nya tidak recommendation tipis banget?,0
saya rekomendasi jangan beli disini: di sini. toko tidak amanah sama sekali bola keliru memberi tikar ok saya maklumi lalu dikembalikan barangnya dan minta dikirim ulang pelanggan difollow up sampek skarang sudah bulan belum dikirim,0
ada satu kurang kabel. jadi tolong lebih teliti lagi dalam pengiriman nya,0
ini retak bagaimana ya kok pembungkusnya apa tidak dicek dulu sebelum dikirim,0
salah size. minta xl dikirimnya s?,0
xxl nya kekecilan,0
saya pesan ukuran xl. tapi yang datang kuruan meter tidak bisa pakai returnya bagaimana?,0
baru dibuka ternyata robek.,0
tidak sesuai dengan kualitasnya dan panjangnya di gambar,0
fitting tidak sesuai dengan celana pendek umumnya.,0
tidak sesuai dengan gambar,0
"barang tidak ada, komplain direspons. pelajaran buat yang beli disini: di sini cek hati saat datang",0
"barang tidak dikirim, dikasih resi kosong",0
"barang yang dikirim ternyata cacat produk, sisi satunya lepasan tidak ada ukuranpengait nya",0
"cuma bisa dipanjangin sebelah, yang enggak bisa sudah karatan karet yang dikasih mudah-mudahan lepas kotak kondisi barang seperti bekas baut sama kecil kalau memang ada double check dari pihak speedometer kenapa hal sepele untuk satu produk saja begini kejadiannya?",0
"produk kehilangan salah satu karet sampingnya, sudah di cek dalam box tapi tidak ada",0
sebelah tidak bisa diputar.,0
bulatan besi yang disekrup tidak ada dan salah satu ujungnya bisa diputar.,0
"besi disalah satu sisi tidak bisa diatur panjang pendeknya karena sudah dol jadi alat digunakan, mengecewakan sekali",0
ukurannya terlalu pendek,0
hanya bisa di putar sebelah dan baut gampang kalah sama obeng,0
patah waktu mau di kencangkan,0
"ada parts yang kurang, sudah dicomplain jelaskan di chat tetapi respons nya coperative",0
knop kanan tidak bisa diputar,0
saya kira dapat lengkap kurang ternyata apa solusinya?,0
"barang datang dengan cepat, tapi salah. yang malah ab wheel aa",0
"baru dua kali di pakai udah mulai rusak kainnya, tidak rekomendasi banget barangnya mudah-mudahan",0
bam pengerasnya tidak dikirim?,0
"biasanya saja, toko tidak mau terima pembatalan hati pemesanan disini: di sini",0
"dihubungi katanya warna biru siap, waktu pemesanan juga sudah dikasih keterangan warana. tetapi kenapa yang dikirim malah hitam? tapi ya sudahlah saya terima saja",0
"beli baru, tapi kok kacamatanya kotor dan usang.",0
geriginya bendonya kecil banget tidak seperti di gambar.,0
"harga memang tidak bohong. gampang patah, jadi bagi yang kerjar kualitas tidak disarankan tetapi kejar murah silahkan",0
"susah di dipakainya, angin banyak yang bocor",0
"segel rusak agak ragu sih dengan kualitas nya sempet komplain, disertakan video unboxing saat paket datang. tetapi sama penjual direspons negative yasudahlah kapok beli disini: di sini",0
"barang datang pakai kurir toko, di unboxing ada lecetbaret sampai besi nya kelihatan sesuai dengan foto yang saya ambil. dlm chat dengan owner tidak pertanggung jwban saya centimeter read dari malam 6 april jam 8an sampai skg tgl: tanggal 7 an",0
"awalnya coba beli merek ini tapi ternyata kulkasnya tidak bagus, pada saat proses pendinginan kompressornya suranya keras berisik sumpah ganggu banget",0
baru datang saya rakit coba naikan kulkas sebentar kaki sudah patah al hasil tidak di pakai untung jatuh,0
barangnya ringkih banget. saya baru pakai sudah penyok untuk mesin cuci 7 kilogram maaf,0
"tidak guna dibeli, aplikasi semua tidak bisa. moka cashlez dulu beli apa juga tidak koneksi tidak recommended harga mahal support jelek",0
"dikirimnya lama, plus baterainya cuma mah alias tidak sesuai penanggung jawab.",0
drawlernya tidak bisa terbuka manual ataupun yang otomatis,0
lacinya sering macet tidak terbuka otomatis,0
pakingnya kurang aman. di pakein dus tipis doang padahal elektronik dengan barang riskan pecah kalau tumpuk lain,0
"tidak sesuai yang diharapkan, volume besar kencang",0
"ada retak di bagian kasingnya yang logo bluetooth nya, untuk unit kit belum tes mudah-mudahan mudahhan nyala setelah ternyata tidak suaranya padahal kalau pakai modul lain? jadi keluar biaya 2x niat hemat malah buntung",0
"kalau bisa di tes dulu, minimal nyala. kondisi barang yang sampai ke saya tidak ada komponen dioda tidak terpasang power 5v input overall sih ok saya perbaiki dari pada diretur Terima Kasih",0
"packing kurang rapi, tidak aman dus penyok. player hancur",0
"tidak sesuai deskripsi, gambar ada bbrapa tombol yang berfungsi mau diretur ganti dengan model lain backlight tidak masalah nambah biaya tetapi respons seller biikin kecewa",0
banyak tombol yang rusak. baterai tidak bisa di pengisian daya,0
"aplikasi banyak yang tidak bisa terbuka. centimeter bisa youtube saja wirelles keyboard arah atas, back dan angka 3 tidak kecewa dilakukan pengecekan dlu sebelum dikirim niat mau nonton bein jadi remote mi boxnya juga tidak",0
"tidak bisa upload atau transfer file dari komputer ke player, padalhan sudah gonti usb cable data yang terbaik dan pembaruan drive nya. ternyata harus beli external memory card awalnya tertulis internal 4gb",0
"pengiriman cepat, tapi kualitas barangnya jelek kekuatan baterai nya cuma bertahan 40 menit kalau diisi daya ada suara berdesis.",0
"suara noise seperti saat sedang mencari saluran radio dan agak meletup sangat mengganggu, padahal berada pada mode bluetooth untuk mendengarkan musik. bikin sakit telinga",0
"yang satu error melulu. jadinya repot kadang hidupnya susah, kalauoun hidup harusbpakai headset sebab microphone nya nyala mati",0
"tidak recommended saya sudah tes wtnya katany jarak 1km, ini meter saja gangguan",0
"1 tidak bisa nyala, mati suaranya",0
"seller 2x masalah dalam pengiriman barang. pertama, saya beli 3 macam yang di dikirim cuma 1 kedua kurang sudah dikirim tetapi tidak sesuai pesanan alhasil 2 pesan sampai memberi resi juga sesuai pengajuan komplain admin lambat respons official toko tidak menjamin deh",0
"barang tidak bisa di pakai, ring tune juga gram bunyi. kecewa",0
"barang tidak bisa dipakai, suara keluar. sangat mengecewakan",0
"microphone speakernya rusak, suaranya terlampau kecil banget nyaris tidak bisa dengar. hmm tidak berharga itu di cek dulu sebelum dikirim",0
ujung kabel colokan dari gagang telepon ke pesawat sudah tidak bisa terpasang sempurna.,0
penjual kurang responsif saat diajukan pertanyaan tentang barang yang dikirim. jadi kecewa tidak recommended sama seperti begini saran bwt toko cari pegawai yang sikapnya enak dan kepada pelanggan agar merasa puas senang dengan pelayanan,0
"saya pernah usaha jadi tidak mau menjelekan orang, saya Toleransi kalau pertama beli colokan rusak anggap kurir tapi transaksi kedua ini lampu 2dari 3 hanya nyala setengah bagaimana admin jualan tidak cek dulu sebelum pac di dikirim. jujur saya kecewa barang mungkin murah tapi bukan yang dong cukup terakhir kali belanja di toko?",0
packing jelek. barang kotaknya penyot pesan 8 bh rusak 2,0
"respons pengiriman sangat lambat. status sengaja dirubah ke agar tidak ada batas waktu batal otomatis tapi barang dikirimkirim berubah jadi sampai resi keluar 3 hari, baru kurir berhasil pickup payah",0
barang tidak bisa dipakai. lampunya nyala dan sensornya rusak,0
"bagian magnet perekat tidak melekat dengan sempurna, jadinya ketika ditempel lampunya jatuh cukup kecewa karena wadahnya tidak kuat jadinya buat rusak lampu kalau kelantai",0
"tidak recommend banget pelayanan tidak bagus dan sesuai di foto, saya beli 2 tetapi lampu mati satu lengkap",0
"barang ada yang tidak dikirim, penjual janji akan pada saat saya pemesanan berikutnya. tetapi sampai ke datang disertakan juga kekurangan barangnya penipu sellernya",0
"barang yang dikirim tidak dicoba terlebih dulu sehingga ada 1 buah berfungsi, mau diretur ongkir nya lebih mahal dari harga jadi kecewa",0
"barang tidak berfungsi, kalau mau dikirim cek dulu bos senter hidup udah di pengisi daya seharian packing juga tidak bagus jadi bungkusnya ada yang pecah",0
"harga murah, tapi fisik yang di terima Tidak sesuai harapan lampu gagang berfungsi zoom besar kecil lebih parah lagi saya udah kasih waktu 3 jam untuk jawab keluhan via chat seller slowslow saja padahal online. utamain kepuasan pelanggan jangan hanya mencari keuntungan semata bakal berkah",0
jelek silikon pelindungnya setelah ditekuk gampang pecah jadi sobek begitu. kualitas lamounya juga tidak sebaik yang saya bayangkan jauh dibawah kualitasnya philips,0
"barang sangat jelek, tidak fungsi klaim tetap rusak. mendingan jangan beli",0
barangnya ada yang sobek diujung nya jadi macet ketika dinyalakan,0
"lampu sudah di pengisian daya tidak bisa menyala sama sekali padahal baru beli, saya kecewa sekalipenjual tidak respons",0
di keterangannya kuat 8 jam. eh baru saja 1 juga belum udah redup para,0
untuk sekelas official toko ini paling kacau sih packing-nya. bener cuma plastik item tipis kualitas trash bagian dilakban asal-asalan mending kalau ada tambah opsi bubble wrap,0
tidak ada 2 jam sudah redup padahal pengisi daya nya seharian sebelum pemakaian pertama,0
"tidak rekomendasi untuk beli disini: di sini, ada masalah tapi seller tidak jawab pesan. tadinya mau pakai fitur komplain tokped karena saya kira bakal ditanggung sampai pesanan otomatis selesai belum juga balasan buat pelajaran saja yang lain barang seperti gacha kalau lagi beruntung bisa dapat jelek dan dituker",0
lampu nya nyala. tapi bentar saja tahan habis itu mati terus di colon lagi hidup terus tidak tahu salahnya di mana,0
"barang rusak, tidak bisa nyala sama sekali. sebaiknya di coba dulu sebelum dikirim",0
"1 lampu rusak tidak bisa hidup dari awal, lagi mati dan tidak setelah dipakai sehari.",0
ada 2 aksesoris yang tidak. sama 1 rusak kan harus nya buah in cuma lain kali tolong di check dlu ya,0
di minta warna dusty sama abu dikirim atau pink,0
"pengiriman lama, jam ok semoga awet",0
kalau mau dikirim barang sebaiknya di cek dulu agan saya beli 2 yang satu mati untuk harga segitu lumayan,0
box nya tidak di rakit,0
tidak sesuai pesanan,0
"hatihati kalau beli barang di toko ini, deskripsi penjual dan real datangnya harus jelas lihat. bacain saja tiap ada pembeli bintang 1 komentar produknya respons bagaimana chat tidak mencerminkan seseorang yang baik",0
barang yang dikirim tidak sesuai walau ada seharusnya 2 warna jangan satu,0
"beli 6 pieces dengan catatan warna yang berbeda tapi datang sama kesemuanya,",0
"tidak sesuai dengan yang dipesan, harusnya hitam 1 merah pengiriman lama.",0
minta pink sama merah di dikirim semua. untung anaknya mau seller arogan jualnya memaksa saya warna yang sesuai kapok deh tidak lagi,0
"kameranya jelek banget, di deskripsi katanya bisa walkie talkie ternyata tidak bisa respons penjual sangat lambat dapat sim card malah ganti kaos kaki",0
sudah 3 kali ganti kartu. sinyalnya tidak ada terus sekali sinyal tidak bisa telepon dan menerima,0
"jam tangan nya rusak, tidak bisa dipakai sampai rumah. anak saya menangis dan kecewa",0
celananya kekecilan sayang amet,0
celanany tidak masuk ke kaki anak saya. padahal pesannya sudah di naikan 1 ukuran,0
barang tidak sesuai tidak ya besar tetapi nyatanya kecil,0
bahanny tidak enak,0
bahan panas tidak menyerap keringat motif printan nya agak buram,0
beli warna ungu kenapa warnanya jelek ya pudar,0
ini bukan kaos kaki. tidak ada tumitnya sekali pakai langsung melar,0
tidak sesuai dengan apa yang dibayangkan,0
sandalnya licin. anak berkalikali kepleset ketika jalan pakai sandal ini bawahnya sekali,0
tidak sesuai ekspektasi saya. bahan tipis cuma modelnya yang bagus,0
"bahan tipis, kualitas buruk",0
tidak seindah yang dibayangkan,0
"tipis, bagian dalam kurang rapi untuk harga segitu jadi mahal karena tidak awet",0
maaf ya kakak kasih bintang 3 karena bagian dalam tas sobek terus reseletingnya dol susah dibuka tutup lain kali tolong cek dulu?,0
barangnya tidak rapi. terutama jahitannya dan masih ada benang yang beraturan,0
barang sudah sampai tapi tidak sesuai sample,0
"pakai seminggu sudah rusak, bahannya ada sambungan yang brudul tidak bisa dijahit ulang. waktu datang masih rapi kecewa",0
tas nya kurang bagus. how,0
harga kualitas terlalu jauh. tinggi vs rendah,0
psan warna pink yang di dikirim biru. bikin ank saya nangis tidak maw pakek,0
kecewa jahitanya tidak rapi terus itu peganganya amburadul.,0
tas nya bagus bahan sablonan. maklum lah murahan,0
yang di pesan merah yang datang biru parah,0
"produk sangat biasanya. jauh banget bedanya sama foto dengan realnya pknya resleting, bahan kasar",0
barang tidak sesuai gambar,0
"lambat respons, kecewa berat sampai 1 jam batal otomatis karena tidak diproses",0
"kartu tidak terdeteksi jadi jam tidak cocok, sudah coba cari di yutube tutorial tetap bisa. akhirnya nyesel deh beli",0
barang tidak sesuai dengan pesanan. imo yang di dikirim merek huangmi?,0
"jam nya mati tidak bisa di hidup kansudah tekan tombol on-off, komplain ada respons tolong jangan jual matirusak atau cek dahulu sebelum dikirim",0
ternyata tidak sesuai. dpat dipakai,0
tidak tahan lama. 12 minggu setelah beli sudah rusak,0
"barang lama dkirimnya, beli 2 tetapi Satunya rusak",0
jamnya susah sinyal mau pakai kartu apapun tetap lemah. jelek banget sudah di komplain tidak ada penyelesaian yang memuaskan,0
mengecewakan sama sekali tidak bisa digunaka,0
"yang dipesan datang barangnya beda, tidak ada konfirmasi mau diretur juga mahal di ongkos sudah lah",0
sayang banget dicuci pakai mesin cuci langsung hancur?,0
ternyata sablonnya tidak sesuai dengan gambar huhu,0
sablonan kurang bagus. pas di cuci hancur sablonannya,0
begitu di cuci sablonan lepas,0
sablonan tidak bagus. kalau dicuci nempel,0
bahannya tipis banget. dipakai panas sablonan juga jelek,0
maaf tetapi sablonnya bener tidak layak?,0
baju nya tipis. model celana juga tidak sama dengan di foto real fict mnurut saya sablon licin sekali cuci dijemur lengket dan lepas nyesel belanja di sini sesuai dengan ekspektasi,0
sablonnya jelek banget,0
parah banget ini baju di cuci sekali langsung sablon nya ilangg rontok semua. jelek kualitas,0
"bahan nya tipis, jahitan kurang rapi",0
bahannya ternyata panas dan tidak nyerap keringat. ya namanya ada rupa harga?,0
"saya kecewa, bahan nya panas. warna yang di dikirim juga kurang menarik",0
bahan agak panas dan warnanya tidak cocok,0
"celana yang datang tidak sesuai dengan gambar, di motif kotakkotak polosan semua",0
sangat mengecewakan pesanan kotak yang datang celana stret buat renang tidak bisa di pakai lagi beli toko ini,0
pesan 5 celana tidak sesuai dengan yang dipesan. kecewa,0
barang tidak sesuai sama permintaan. sudah chat dl an untuk memastikan pesanan motif dan adh di ok in tetapi alah yang datang tidak sesuain,0
"kecewa 0_ th. anakku umur 5 bulan tidak muat, kain halus melar tipis pokoknya",0
yang datang gambarnya tidak sesuai,0
"kecil sekali, sama ukuran singlet anak saya pas newborn masih gedean padahal di leterangan size nya 01 th. sayang banget lucu",0
"bahan nya sih bagus, centimeter sayang pesanan nya 2 datang 1. di chat ke seller juga baca boroboro ada penjelasan gram asyik bisa ajak komunikasi",0
barang tidak sesuai dengan foto,0
tidak seperti diiklan,0
dikirim celananya tidak sesuai ukuran,0
pesan yang campuran dikirimnya warna orange,0
patah kaitannya tidak bisa dipakai deh,0
pelayanan amat sangan tidak oke,0
"barang okelah standar, yang bikin malas tokonya lambat responn. padahal sering online chat tidak dibalas 23 hari baru dikirim",0
"beli buah warna pink, dikirimnya ungu. tidak ada konfirmasi sebelumnya dan ketika saya terima kasih di dm pun dibalas gantungan masker yang putus juga tapi seller sama sekali membalas ditanya mengenai ini",0
"sudah bertahun belanja di tokped tidak pernah ketemu seller model begini, chat dari awal sama sekali balas sampai nyanyi 2 album saya wakaka memesan hari kamis jam 1 sampainya selasa malam. butuh urgent banget kapok sudah bener worst",0
"pengiriman lama sekali, diconfirm tidak dibalas padahal online. negative layanan",0
ada pilihan campuran warna yang dikirim biru padahal untuk anak perempuan. kecewa tidak mau beli lagi disini,0
warna pinknya tidak sesuai?,0
tidak sama dengan gambar,0
tidak sesuai gambar dan kecil,0
"kurang sesuai dengan deskripsi, yang katanya muat untuk 7 tahun anak saja kekecilan. panjangnya juga bukan hanya",0
"barangnya tidak sesuai gambar, biasanya saja pantes harga murah",0
"barang tidak sesuai dengan di foto, leggingnya juga ada yang sobek",0
"respons lama, proses. tidak recommended",0
"tipis banget, ukurannya terlalu kecil tidak sesuai usia",0
warna tidak sesuai. yaudalah repot pengiriman balik,0
baru di mencoba langsung sobek tengahnya haha maklumlah harga menentukan kualitas juga,0
bahan tipis. tidak sesuai motif garis seperti foto minta pink dikirim warna merah capek deh mending fotonya diganti jangan pajang yang barang siap saya pesanan 2polos 1 strip 2 1rb coba dicek dulu dan,0
kecewa pesanan 4 barang yang dikirim cuma 1 tidak amanah banget semoga berkah saja deh,0
yang dipesan 5macam datang doraemon semua,0
barang tidak sesuai dengan pesanan,0
"barangnya yang dikirim tidak sesuai dengan pesanan, saya pesan tas stitch dan pink minnie tetapi minion kedua keduanya?",0
tali tas nya mau putus,0
barang udah di terima. pesan nya masing 1 buah tapi yang malah doraemon semya padahal chat sebelumny tolong sesuai pesanan ya jawab adminny lain,0
ternyata tipis bahannya,0
deskripsi warna kurang sesuai,0
kurang bagus bahannya,0
tidak bisa di pakai tali panjang,0
"sangat kecewa belanja di toko ini pesan 1 masker yang sampai cuma tolong kalau packing barang sbelum dikirim teliti dlu dong, jangan mengecewakan pembeli termasuk saya.",0
barang gram smapai hilang di kurir. uang refund,0
pesan lain warna dikirim. yang sama kecewa sih tetapi ya sdhlah,0
penjual tidak membaca catatan yang diberikan pembeli,0
minta 4 buah dikirimnya 3 dan dikemasan paket tidak ada jumlah barang yang akan dikirim.,0
"masker kurang bagus, bahannya nyaman dan gampang sekali kusut. pesan warna putih talinya hitam tidak cocok sama maskernya",0
barang tidak sesuai. pemesanan warna hitam polos yang datang malah motif,0
jilbabya lecek dan banyak benang jahitan,0
bahan biasanya tidak seperti yang dibayangin,0
gasuka warnanya,0
"barang nya belum sampai, dan diterima. tetapi diaplikasi sudah selesai saja kan aneh",0
barang nya tidak saya terima tiba-tiba saja ada nama penerima. kecewa banget jadi walau sih grtis dari penggunaan pertama tokopedia tapi kalau begini kan malas buat gunain,0
saya tidak terima paketnya sama sekali minta lacak malah tidak respons,0
bahannya tidak enak,0
"warna dusty difoto sama aslinya beda, sama ada bagian atasan depan kotor seperti tinta bolpen",0
"memang harus hati belanja online ya, kayaknya pas beli tidak ada itu foto mukena kombinasi tiba dikirim beda sama awal. untung tes 1 sebelum puluhan untuk dikasih keorang cukup sekali saja disini: di sini semoga bisa nemu toko yang amanah",0
"megecewakan. saya hendak tukar warna, Mbak nya ya saja eh dikirimnya ttp yang salah padahal kalau tidak bisa ditukar kan batalkan",0
"pemesanan emerald, dikirim tosca tanpa konfirmasi. ?",0
tipis. kecil,0
"sudah beli banyak untuk kebutuhan dikirim keluar negeri ternyata tidak bisa tukar warna padahal belum hari, sesuai standar seharusnya masih dilakukan refund. pink terlalu kontras pada gambar",0
pesan warna putih dan abu. tapi yang datang salem kecewa karena penjual tidak konfirmasi sebelum dikirim,0
"tolong di perhatikan bagian karet nya, ini kebalik karetnya tidak sama lurus jahit malah dkirimin barang ditolak",0
bahan jelek. panas tipis,0
barang belum diterima,0
warna tidak sesuai dengan digambar,0
lubang untuk muka sempit tidak enak,0
"baru terima paket siang ini. beli mukena disini: di sini, di iklan tidak bilang kalau tanpa tas saat komplain kenapa kusut malah respons sudah dicuci dan disetrika apa masih? becanda nya bikin kesal ini penjual",0
"tidak berfungsi dengan baik, suka mati sendiri",0
barang nya tipis. tapi ya udhlah barang sudah di terima,0
"yang abu agak tebal bahannya, hitam tipis bangt sedih",0
"kirain bahannya katun, ternyata tipis banget licin dan lemas kalau dibawa jalan kaki berisik bahannya",0
paketan menjadi paket. nya sudah 9 hari belum sampai juga penjual di hub tidak bisa,0
lidah kerudung kelebaran,0
kecewa dipikir agar panjang sedikit rupanya pendek maaf saya kasih bintang 2 saja,0
spesifikasi barang kurang lengkap dipakai dewasa tidak bisa hanya sampai leher,0
"padahal udah berekspektasi tinggi beli di di sini karena official toko nya, eh tapi ternyata yang dikirim tidak sesuai sama warna cream dikirim apaan. kecewa banget sih jujur konfirmasi dulu ke saya kalau mau ganti lain kali lebih amanah ya kakak jangan barang memang stock habis  haha terima kasih",0
tidak sesuai warna pesanan,0
tidak sesuai warna pesanan,0
"klik klaim hadiah 0 rupiah dari tokopedia tapi malah tidak di dikirim sampai satu minggu. padahal stok masih ada sangat jelas tersedia bar hijau dicek sedang dikirim dan nomor resi, valid entah yang salah seller atau ekspedisi mengecewakan pelanggan baru gabung semoga kedepannya terjadi lagi",0
"warna tidak sesuai dengan keinginan, padahal sudah dihubungi",0
"senang lihat mukenanya datang, tetapi jadi sedih lihat tasnya tas rusak kok dijual",0
"penjual memaksa untuk tidak mau membatalkan pesanan, maen dikirim saja padahal saya sudah ajukan pembatalan. silahkan nikmati uang haram",0
tidak suka dengan respons yang bagus banget,0
saya beli tasbih digital berbeda warna tapi setelah terima barangnya tidak sesuai catatan yang kasih.,0
"cara bungkus nya hanya pakai plastik tipis saja. dan dililit lakban bening, di buka pakai tangan tidak bisa pas gunting sajadah ikut ke karena",0
pemesanan yang ke 3 kurang memuaskan. panjangnya beda atau pertama pesanan padahal ukurannya l juga,0
"pinknya tipis dan menerawang. pengirimannya buruk, barang baru dikirim minus beberapa jam sebelum batal otomatis padahal 4 hari setelah pemesanan penjual sudah diingatkan via dm tapi malah disuruh sabar tanpa diberi alasan status masih tetap dalam proses mungkin nunggu pesanan besar dibiarkan sekaligus",0
warna salah. pesan hitam dapat putih,0
proses packing lambat,0
tidak sesuai gambar depan terlalu pendek,0
"terlalu tipis sekali untuk harga segitu. seperti sehelai kain jilbab segi empat, tidak sesuai ekspektasi",0
bahan tipis sekali,0
bahan terlalu tipis,0
"baju tidak sesuai dengan gambar, lebih pendek kantong kecil seperti anak",0
jahitannya tidak rapi. banyak benang yang belum kepotong ada juga yang copot,0
"parah kecil banget. padahal ukurannya l dan xl ini mah buat anak sd enggak bisa orang dewasa, sekalipun dengan negativean",0
"beda yang dipesan sama datang,",0
bajunya kok tidak sesuai dengan fotonya. bahkan mereknya ada digunting,0
"sangat amat kecewa beli baju dewasa yang ukuran anak sd, semoga berkah itu duit",0
jelek banget bikin kecewa?,0
jauh dari ekspektasi bahannya kucel,0
"pashminanya pendek, tidak seperti yang ada di deskripsi",0
"barang tidak sampai sudah ke ekspedisi juga ada, sudah minta kasih ulasan saja semoga yang menerima itu berkah besok lagi beli disini: di sini",0
tidak ada talinya?,0
"agak kecewa sih, jilbabnya ukuran kecil banget tidak bisa dipakai untuk dewasa.",0
tidak recommend tidak sesuai sama harga beli di toko lain dengan kualitas jauh maaf review jujur,0
"ada noda kuning di jilbab nya, pendek kaku",0
maskernya agak kecil tidak sesuai harga.,0
"kecewa deh. pemesanan warna hitam navy, dikirim dua keduanya alhamdulillah tidak langsung beli banyak mencoba sedikit dulu",0
"saya kecewa banget sih, pesan maroon hijau army sama mint. tapi itu semua dganti warna lain tanpa konfirmasi semoga bisa lebih teliti dan komunikasi dengan pembeli jika barang tidak tersedia",0
"yang direquest dengan dikirim beda warna, tanpa ada konfirmasi",0
warnanya tidak sesuai,0
"pengiriman lama, barang sesuai harga tolong kualitas kontrol nya lebih di perbaiki ada bolong bks jarum jahitannya garis putih kerudung abu yang lebih kelihatan",0
pesannya cappucino datangnya ungu tua. aduh jauh bngat baru pertama kali belanja udah mengecewakan?,0
bahannya kurang bagus. biasanya saja,0
ada 2 warna yang salah jadi kecewa deh?,0
"saya pesan warna mustard tapi tidak sesuai,",0
tidak ada plat besinya. centimeter label merek bahan,0
pengiriman lama. sudah gitu gaktau deh bener atau tidak admin nya WhatsApp aku blgnya warna jilbab yang aku pesan habis terus aku pilih lain tetapi ujungnya datang ttp saja kupilih awal kenapa begitu ya kalau ada stocknya harus berbelit smakin pengirimannya statusnya gagal banget biasanya dari bandung selama ini karena adminnya japri di berbelitbelit barang diskon begini juga lah sama pelayanan jangan bikin kecewa,0
kecewa berat sama pedagang. warna yang dibeli kosong dikirim tanpa konfirmasi saya sudah minta di cancel baru bilang habis harga lumayan mahal senada memang mau buat seragaman,0
"produk tidak sesuai gambar, harusnya depan diganti karena jilbab ini tanpa plat. dan hrusnya di deskripsi dituliskan kalau didepan berbeda dengan supaya pembeli juga paham yang dikirim harga lumayan mahal kalau besinya bijaklah dlm berdagang apalagi untuk merek sudah mulai besar dikenal masyarakat luas",0
"warna yang datang beda sama asli, diganti sih tetapi pas datang bahannya tipis banget nyesel deh",0
"kualitas control nya tidak teliti, yang kuning ada lubang sedikit.",0
"kecewa sih. padahal beli mau buat dikasih orang tapi malah tidak dapat boxnya sebelumnya pernah diario -nya nagita slavina juga, box kirain pas promo di tokopedia akan dapat ternyata",0
"kata penjual biru muda, ternyata tua. tidak ada kemasan kotak hanya plastik biasanya kain jilbab juga susah dibentuk sehingga rapi sesuai ekspektasi saya",0
"salah dikirim warna, saya minta pink biru hitam yang dikirim merah hijau lampu led tidak nyala",0
pembelian yang ini saya kecewa karena lampunya tidak nyala juga cetekan tidak buny,0
"warna tidak sesuai permintaan padahal sudah di beri note, tetap saja dikirim random",0
"penjual tidak selektif asal dikirim, dapat barang yang kondisi kasus nya sudah rusak",0
yang dikirim russak teman-teman ampun dah,0
"produk yang dikirim tidak on alias mati, rusak sebagai konsumen saya dirugikan",0
jahitannya berantakan banget. tidak kencang aku benyeng sedikit udah pada copot sedih,0
bawahannya ada bolong? pengin diretur tapi sayang ongkos kirim buat dikirim balik ke tokonya jauh di tasikmalaya. tolong sebelum cek dulu kualitasnya dibiarkan tidak begini,0
"bahan tipis, jahitan ya kasar pokoknya saya ke cewa",0
"kali ini kecewa kurang puas beli mukena disini, packing standar banyak noda kotor di bawahan bagian atasan banyak benang keluar jadi rapi bahan seperti panas karena kasar bahany warna pinky tidak soft gambar maaf taplak meja hajatan selera sih kalau saya tidak suka saat cepat promo ukr besar cukup untuk orang bb kilogram.",0
barangnya tidak dikirim sampai hari ini,0
"tidak sesuai ekspektasi, suara microphone tetap kecil tidak ada perubahan",0
mengecewakan belanja disini: di sini. barang tidak sampai ganti gantikurir tidak jelas penjual koperatif,0
penjual adalah calo. jual barang orang lain di chat tidak jelas hati hatilah,0
"tidak cocok sama handphone realme 5 pro. koneksi, manual pakai bahasa china sulit dipahami",0
tidak menyala parah,0
"deskripsi produk tidak jelas, usb cocok di handphone samsung",0
"pas pertama datang barang tidak berfungsi. coba lagi akhirnya sempat suara diterima dengan baik transaksi langsung saya klik selesai tapi besoknya ternyata error sampai sekarang sebetulnya di sisi penjual ada masalah, pertanyaan dijawab cuma produk setlh diklik yakin juga bakal bisa diretur kepaksa ulasan diedit jadi bintang 1 balik deh pakai yang model kabel",0
"barang nya sudah di coba, tapi tidak bisa berfungsi dengan baik tidak konek iphone saya.",0
baru dipakai 6x charger indikator sudah tidak nyala. bisa bagaimana ini? sampai sekarang belum ada tindakan nyata pengurusan garansi,0
